gene	gene_id	transcript	canonical	mane_select	lof_hc_lc.obs	lof_hc_lc.exp	lof_hc_lc.possible	lof_hc_lc.oe	lof_hc_lc.mu	lof_hc_lc.pLI	lof_hc_lc.pNull	lof_hc_lc.pRec	lof.obs	lof.exp	lof.possible	lof.oe	lof.mu	lof.pLI	lof.pNull	lof.pRec	lof.oe_ci.lower	lof.oe_ci.upper	lof.oe_ci.upper_rank	lof.oe_ci.upper_bin_decile	lof.z_raw	lof.z_score	mis.obs	mis.exp	mis.possible	mis.oe	mis.mu	mis.oe_ci.lower	mis.oe_ci.upper	mis.z_raw	mis.z_score	mis_pphen.obs	mis_pphen.exp	mis_pphen.possible	mis_pphen.oe	syn.obs	syn.exp	syn.possible	syn.oe	syn.mu	syn.oe_ci.lower	syn.oe_ci.upper	syn.z_raw	syn.z_score	constraint_flags	level	transcript_type	chromosome	cds_length	num_coding_exons
ADNP	23394	XM_017027759.1	false	false	4	8.6209e+01	477	4.6399e-02	1.0002e-06	1.0000e+00	6.4307e-28	5.8579e-17	4	8.6209e+01	477	4.6399e-02	1.0002e-06	1.0000e+00	5.8610e-28	5.5992e-17	2.2000e-02	1.0600e-01	NA	NA	8.8541e+00	7.5019e+00	1118	1.3809e+03	7229	8.0964e-01	5.9763e-06	7.7000e-01	8.5100e-01	7.0736e+00	2.5832e+00	261	5.0967e+02	2757	5.1210e-01	551	4.9259e+02	2047	1.1186e+00	2.0015e-06	1.0420e+00	1.2000e+00	-2.6317e+00	-1.4344e+00	[]	NA	NA	NA	NA	NA
ADNP	ENSG00000101126	ENST00000349014	false	false	4	8.6209e+01	477	4.6399e-02	1.0002e-06	1.0000e+00	6.4307e-28	5.8579e-17	4	8.6209e+01	477	4.6399e-02	1.0002e-06	1.0000e+00	5.8610e-28	5.5992e-17	2.2000e-02	1.0600e-01	NA	NA	8.8541e+00	7.5019e+00	1118	1.3809e+03	7229	8.0964e-01	5.9763e-06	7.7000e-01	8.5100e-01	7.0736e+00	2.5832e+00	261	5.0967e+02	2757	5.1210e-01	551	4.9259e+02	2047	1.1186e+00	2.0015e-06	1.0420e+00	1.2000e+00	-2.6317e+00	-1.4344e+00	[]	2	protein_coding	chr20	3306	3
ADNP	ENSG00000101126	ENST00000371602	false	false	4	8.6209e+01	477	4.6399e-02	1.0002e-06	1.0000e+00	6.4307e-28	5.8579e-17	4	8.6209e+01	477	4.6399e-02	1.0002e-06	1.0000e+00	5.8610e-28	5.5992e-17	2.2000e-02	1.0600e-01	NA	NA	8.8541e+00	7.5019e+00	1118	1.3809e+03	7229	8.0964e-01	5.9763e-06	7.7000e-01	8.5100e-01	7.0736e+00	2.5832e+00	261	5.0967e+02	2757	5.1210e-01	551	4.9259e+02	2047	1.1186e+00	2.0015e-06	1.0420e+00	1.2000e+00	-2.6317e+00	-1.4344e+00	[]	2	protein_coding	chr20	3306	3
ADNP	ENSG00000101126	ENST00000396029	false	false	4	8.6209e+01	477	4.6399e-02	1.0002e-06	1.0000e+00	6.4307e-28	5.8579e-17	4	8.6209e+01	477	4.6399e-02	1.0002e-06	1.0000e+00	5.8610e-28	5.5992e-17	2.2000e-02	1.0600e-01	NA	NA	8.8541e+00	7.5019e+00	1118	1.3809e+03	7229	8.0964e-01	5.9763e-06	7.7000e-01	8.5100e-01	7.0736e+00	2.5832e+00	261	5.0967e+02	2757	5.1210e-01	551	4.9259e+02	2047	1.1186e+00	2.0015e-06	1.0420e+00	1.2000e+00	-2.6317e+00	-1.4344e+00	[]	2	protein_coding	chr20	3306	3
ADNP	ENSG00000101126	ENST00000396032	false	false	4	8.6209e+01	477	4.6399e-02	1.0002e-06	1.0000e+00	6.4307e-28	5.8579e-17	4	8.6209e+01	477	4.6399e-02	1.0002e-06	1.0000e+00	5.8610e-28	5.5992e-17	2.2000e-02	1.0600e-01	NA	NA	8.8541e+00	7.5019e+00	1118	1.3809e+03	7229	8.0964e-01	5.9763e-06	7.7000e-01	8.5100e-01	7.0736e+00	2.5832e+00	261	5.0967e+02	2757	5.1210e-01	551	4.9259e+02	2047	1.1186e+00	2.0015e-06	1.0420e+00	1.2000e+00	-2.6317e+00	-1.4344e+00	[]	2	protein_coding	chr20	3306	3
ADNP	ENSG00000101126	ENST00000621696	true	true	4	8.6209e+01	477	4.6399e-02	1.0002e-06	1.0000e+00	6.4307e-28	5.8579e-17	4	8.6209e+01	477	4.6399e-02	1.0002e-06	1.0000e+00	5.8610e-28	5.5992e-17	2.2000e-02	1.0600e-01	67	0	8.8541e+00	7.5019e+00	1118	1.3809e+03	7229	8.0964e-01	5.9763e-06	7.7000e-01	8.5100e-01	7.0736e+00	2.5832e+00	261	5.0967e+02	2757	5.1210e-01	551	4.9259e+02	2047	1.1186e+00	2.0015e-06	1.0420e+00	1.2000e+00	-2.6317e+00	-1.4344e+00	[]	2	protein_coding	chr20	3306	3
ADNP	ENSG00000101126	ENST00000644386	false	false	0	6.1886e+00	35	0.0000e+00	7.9489e-08	9.0967e-01	3.8871e-03	8.6438e-02	0	3.6503e+00	25	0.0000e+00	5.4652e-08	7.3993e-01	2.1569e-02	2.3850e-01	0.0000e+00	8.1700e-01	NA	NA	1.9106e+00	1.6188e+00	29	6.6027e+01	363	4.3922e-01	7.6836e-07	3.2600e-01	5.9900e-01	4.5568e+00	1.6641e+00	20	4.7464e+01	249	4.2137e-01	18	2.4973e+01	103	7.2078e-01	3.2368e-07	4.9700e-01	1.0690e+00	1.3954e+00	7.6054e-01	[]	2	protein_coding	chr20	333	3
ADNP	ENSG00000101126	ENST00000645081	false	false	4	6.9198e+01	380	5.7805e-02	7.9969e-07	1.0000e+00	4.6432e-22	2.8462e-13	4	6.6624e+01	368	6.0038e-02	7.5338e-07	1.0000e+00	3.2563e-21	9.8243e-13	2.9000e-02	1.3700e-01	NA	NA	7.6723e+00	6.5006e+00	968	1.1032e+03	5766	8.7743e-01	4.1493e-06	8.3100e-01	9.2500e-01	4.0711e+00	1.4867e+00	200	3.6231e+02	1949	5.5201e-01	466	3.9656e+02	1658	1.1751e+00	1.3681e-06	1.0880e+00	1.2690e+00	-3.4868e+00	-1.9005e+00	[]	2	protein_coding	chr20	2622	1
ADNP	ENSG00000101126	ENST00000673732	false	false	4	8.6209e+01	477	4.6399e-02	1.0002e-06	1.0000e+00	6.4307e-28	5.8579e-17	4	8.6209e+01	477	4.6399e-02	1.0002e-06	1.0000e+00	5.8610e-28	5.5992e-17	2.2000e-02	1.0600e-01	NA	NA	8.8541e+00	7.5019e+00	1121	1.3844e+03	7244	8.0971e-01	6.4500e-06	7.7000e-01	8.5100e-01	7.0804e+00	2.5857e+00	163	4.1427e+02	2295	3.9346e-01	551	4.9303e+02	2050	1.1176e+00	2.0015e-06	1.0410e+00	1.1990e+00	-2.6107e+00	-1.4229e+00	[]	2	protein_coding	chr20	3522	5
AFAP1L2	84632	NM_001001936.3	true	true	44	9.3447e+01	479	4.7085e-01	1.1568e-06	3.0722e-04	1.4586e-06	9.9969e-01	44	9.3447e+01	479	4.7085e-01	1.1568e-06	3.2142e-04	1.3908e-06	9.9968e-01	3.6900e-01	6.0500e-01	NA	NA	5.1152e+00	4.3340e+00	937	1.0198e+03	5001	9.1876e-01	1.0620e-05	8.7000e-01	9.7000e-01	2.5943e+00	9.4741e-01	310	3.6760e+02	1831	8.4332e-01	378	4.0835e+02	1480	9.2568e-01	4.4136e-06	8.5000e-01	1.0080e+00	1.5019e+00	8.1861e-01	[]	NA	NA	NA	NA	NA
AFAP1L2	84632	NM_001287824.2	false	false	46	9.5525e+01	488	4.8155e-01	1.1607e-06	7.4480e-05	1.5894e-06	9.9992e-01	46	9.5525e+01	488	4.8155e-01	1.1607e-06	7.7921e-05	1.5155e-06	9.9992e-01	3.7900e-01	6.1600e-01	NA	NA	5.0671e+00	4.2933e+00	953	1.0428e+03	5117	9.1386e-01	1.1105e-05	8.6600e-01	9.6400e-01	2.7818e+00	1.0159e+00	332	3.8106e+02	1925	8.7126e-01	385	4.1824e+02	1518	9.2052e-01	4.4975e-06	8.4600e-01	1.0020e+00	1.6254e+00	8.8589e-01	[]	NA	NA	NA	NA	NA
AFAP1L2	84632	NM_001351064.2	false	false	47	9.6368e+01	496	4.8771e-01	1.0438e-06	3.3264e-05	1.7569e-06	9.9996e-01	47	9.6368e+01	496	4.8771e-01	1.0438e-06	3.4801e-05	1.6753e-06	9.9996e-01	3.8500e-01	6.2200e-01	NA	NA	5.0290e+00	4.2610e+00	945	1.0370e+03	5082	9.1125e-01	5.4707e-06	8.6300e-01	9.6200e-01	2.8582e+00	1.0438e+00	NA	NA	NA	NA	381	4.1364e+02	1503	9.2110e-01	4.4008e-06	8.4600e-01	1.0030e+00	1.6047e+00	8.7464e-01	[]	NA	NA	NA	NA	NA
AFAP1L2	84632	NM_001351065.2	false	false	46	9.8342e+01	502	4.6775e-01	1.1770e-06	3.0379e-04	6.9398e-07	9.9970e-01	46	9.8342e+01	502	4.6775e-01	1.1770e-06	3.1783e-04	6.6171e-07	9.9968e-01	3.6800e-01	5.9800e-01	NA	NA	5.2782e+00	4.4721e+00	959	1.0571e+03	5167	9.0716e-01	5.6676e-06	8.5900e-01	9.5700e-01	3.0186e+00	1.1024e+00	NA	NA	NA	NA	394	4.2396e+02	1542	9.2933e-01	4.4305e-06	8.5500e-01	1.0100e+00	1.4552e+00	7.9314e-01	[]	NA	NA	NA	NA	NA
AFAP1L2	84632	NM_001351066.2	false	false	41	8.8981e+01	463	4.6077e-01	7.8911e-07	1.3112e-03	1.9062e-06	9.9869e-01	41	8.8981e+01	463	4.6077e-01	7.8911e-07	1.3717e-03	1.8175e-06	9.9863e-01	3.5800e-01	5.9800e-01	NA	NA	5.0865e+00	4.3098e+00	828	9.4303e+02	4618	8.7802e-01	4.4951e-06	8.2800e-01	9.3000e-01	3.7458e+00	1.3679e+00	NA	NA	NA	NA	350	3.7471e+02	1353	9.3405e-01	3.5288e-06	8.5500e-01	1.0200e+00	1.2767e+00	6.9586e-01	[]	NA	NA	NA	NA	NA
AFAP1L2	84632	NM_001351067.2	false	false	49	9.7351e+01	497	5.0333e-01	1.1839e-06	4.6707e-06	2.6402e-06	9.9999e-01	49	9.7351e+01	497	5.0333e-01	1.1839e-06	4.8866e-06	2.5174e-06	9.9999e-01	3.9900e-01	6.3900e-01	NA	NA	4.9004e+00	4.1521e+00	952	1.0434e+03	5106	9.1237e-01	5.6676e-06	8.6400e-01	9.6300e-01	2.8307e+00	1.0338e+00	NA	NA	NA	NA	382	4.1544e+02	1510	9.1950e-01	4.4195e-06	8.4500e-01	1.0010e+00	1.6408e+00	8.9432e-01	[]	NA	NA	NA	NA	NA
AFAP1L2	84632	NM_001351068.2	false	false	46	9.6647e+01	497	4.7596e-01	1.0502e-06	1.3038e-04	1.1427e-06	9.9987e-01	46	9.6647e+01	497	4.7596e-01	1.0502e-06	1.3640e-04	1.0895e-06	9.9986e-01	3.7500e-01	6.0900e-01	NA	NA	5.1518e+00	4.3650e+00	947	1.0381e+03	5089	9.1225e-01	5.4707e-06	8.6400e-01	9.6300e-01	2.8272e+00	1.0325e+00	NA	NA	NA	NA	382	4.1464e+02	1507	9.2128e-01	4.4008e-06	8.4600e-01	1.0030e+00	1.6029e+00	8.7363e-01	[]	NA	NA	NA	NA	NA
AFAP1L2	84632	NM_001351069.2	false	false	45	9.3169e+01	478	4.8300e-01	1.1504e-06	7.8397e-05	2.2431e-06	9.9992e-01	45	9.3169e+01	478	4.8300e-01	1.1504e-06	8.2019e-05	2.1388e-06	9.9992e-01	3.7900e-01	6.1900e-01	NA	NA	4.9903e+00	4.2282e+00	935	1.0188e+03	4994	9.1775e-01	5.6676e-06	8.6900e-01	9.6900e-01	2.6254e+00	9.5879e-01	NA	NA	NA	NA	377	4.0735e+02	1476	9.2550e-01	4.4136e-06	8.5000e-01	1.0080e+00	1.5037e+00	8.1957e-01	[]	NA	NA	NA	NA	NA
AFAP1L2	84632	NM_001351070.2	false	false	41	8.8918e+01	455	4.6110e-01	1.0521e-06	1.2702e-03	1.9424e-06	9.9873e-01	38	8.4248e+01	432	4.5105e-01	9.6884e-07	5.1080e-03	2.5626e-06	9.9489e-01	3.4700e-01	5.9100e-01	NA	NA	5.0386e+00	4.2691e+00	884	9.4678e+02	4615	9.3369e-01	5.4449e-06	8.8300e-01	9.8700e-01	2.0404e+00	7.4515e-01	NA	NA	NA	NA	352	3.7934e+02	1374	9.2793e-01	4.3535e-06	8.5000e-01	1.0130e+00	1.4038e+00	7.6511e-01	[]	NA	NA	NA	NA	NA
AFAP1L2	84632	NM_001351071.2	false	false	43	9.3812e+01	478	4.5836e-01	1.0722e-06	1.2560e-03	9.2413e-07	9.9874e-01	40	8.9142e+01	455	4.4872e-01	9.8902e-07	5.0512e-03	1.2193e-06	9.9495e-01	3.4800e-01	5.8400e-01	NA	NA	5.2049e+00	4.4100e+00	906	9.8408e+02	4781	9.2066e-01	5.4449e-06	8.7100e-01	9.7300e-01	2.4890e+00	9.0897e-01	NA	NA	NA	NA	368	3.9495e+02	1436	9.3176e-01	4.3716e-06	8.5500e-01	1.0160e+00	1.3562e+00	7.3921e-01	[]	NA	NA	NA	NA	NA
AFAP1L2	84632	NM_001351072.2	false	false	44	9.3534e+01	477	4.7042e-01	1.0658e-06	3.2073e-04	1.4221e-06	9.9968e-01	41	8.8864e+01	454	4.6138e-01	9.8261e-07	1.2935e-03	1.8816e-06	9.9870e-01	3.5800e-01	5.9900e-01	NA	NA	5.0774e+00	4.3020e+00	904	9.8303e+02	4774	9.1960e-01	5.4449e-06	8.7000e-01	9.7200e-01	2.5207e+00	9.2054e-01	NA	NA	NA	NA	367	3.9395e+02	1432	9.3159e-01	4.3716e-06	8.5400e-01	1.0160e+00	1.3579e+00	7.4010e-01	[]	NA	NA	NA	NA	NA
AFAP1L2	84632	NM_001351073.2	false	false	42	8.8639e+01	454	4.7383e-01	1.0457e-06	3.2435e-04	2.9891e-06	9.9967e-01	39	8.3969e+01	431	4.6446e-01	9.6244e-07	1.3081e-03	3.9549e-06	9.9869e-01	3.5900e-01	6.0700e-01	NA	NA	4.9074e+00	4.1580e+00	882	9.4574e+02	4608	9.3261e-01	5.4449e-06	8.8200e-01	9.8600e-01	2.0725e+00	7.5686e-01	NA	NA	NA	NA	351	3.7834e+02	1370	9.2774e-01	4.3535e-06	8.4900e-01	1.0130e+00	1.4055e+00	7.6608e-01	[]	NA	NA	NA	NA	NA
AFAP1L2	84632	NM_001351074.2	false	false	43	9.2185e+01	477	4.6645e-01	1.0104e-06	5.5808e-04	1.4920e-06	9.9944e-01	43	9.2185e+01	477	4.6645e-01	1.0104e-06	5.8385e-04	1.4226e-06	9.9941e-01	3.6400e-01	6.0100e-01	NA	NA	5.1228e+00	4.3404e+00	928	1.0124e+03	4970	9.1663e-01	5.4707e-06	8.6800e-01	9.6800e-01	2.6527e+00	9.6875e-01	NA	NA	NA	NA	376	4.0554e+02	1469	9.2716e-01	4.3949e-06	8.5100e-01	1.0100e+00	1.4669e+00	7.9955e-01	[]	NA	NA	NA	NA	NA
AFAP1L2	84632	NM_001351075.2	false	false	41	8.5070e+01	441	4.8196e-01	9.0898e-07	1.8639e-04	6.0272e-06	9.9981e-01	41	8.5070e+01	441	4.8196e-01	9.0898e-07	1.9500e-04	5.7470e-06	9.9980e-01	3.7400e-01	6.2500e-01	NA	NA	4.7781e+00	4.0484e+00	813	9.1213e+02	4476	8.9132e-01	4.6921e-06	8.4100e-01	9.4400e-01	3.2822e+00	1.1986e+00	NA	NA	NA	NA	335	3.6091e+02	1298	9.2821e-01	3.5305e-06	8.4800e-01	1.0160e+00	1.3638e+00	7.4332e-01	[]	NA	NA	NA	NA	NA
AFAP1L2	84632	NM_001351076.2	false	false	39	8.4086e+01	440	4.6381e-01	7.6894e-07	1.3260e-03	4.0065e-06	9.9867e-01	39	8.4086e+01	440	4.6381e-01	7.6894e-07	1.3872e-03	3.8200e-06	9.9861e-01	3.5800e-01	6.0600e-01	NA	NA	4.9168e+00	4.1659e+00	806	9.0573e+02	4452	8.8989e-01	4.4951e-06	8.3900e-01	9.4300e-01	3.3138e+00	1.2102e+00	NA	NA	NA	NA	334	3.5910e+02	1291	9.3010e-01	3.5119e-06	8.5000e-01	1.0180e+00	1.3246e+00	7.2197e-01	[]	NA	NA	NA	NA	NA
AFAP1L2	84632	NM_001351077.2	false	false	47	9.8064e+01	501	4.7928e-01	1.1706e-06	7.7521e-05	1.0672e-06	9.9992e-01	47	9.8064e+01	501	4.7928e-01	1.1706e-06	8.1103e-05	1.0176e-06	9.9992e-01	3.7800e-01	6.1100e-01	NA	NA	5.1565e+00	4.3690e+00	957	1.0561e+03	5160	9.0617e-01	5.6676e-06	8.5800e-01	9.5600e-01	3.0494e+00	1.1136e+00	NA	NA	NA	NA	393	4.2296e+02	1538	9.2916e-01	4.4305e-06	8.5500e-01	1.0100e+00	1.4568e+00	7.9404e-01	[]	NA	NA	NA	NA	NA
AFAP1L2	84632	NM_001351078.2	false	false	44	9.7359e+01	501	4.5193e-01	1.0370e-06	2.1596e-03	4.6098e-07	9.9784e-01	44	9.7359e+01	501	4.5193e-01	1.0370e-06	2.2592e-03	4.3951e-07	9.9774e-01	3.5400e-01	5.8100e-01	NA	NA	5.4078e+00	4.5819e+00	952	1.0507e+03	5143	9.0602e-01	5.4707e-06	8.5800e-01	9.5600e-01	3.0464e+00	1.1125e+00	NA	NA	NA	NA	393	4.2216e+02	1535	9.3094e-01	4.4119e-06	8.5600e-01	1.0120e+00	1.4190e+00	7.7343e-01	[]	NA	NA	NA	NA	NA
AFAP1L2	84632	NM_001351079.2	false	false	45	9.7080e+01	500	4.6353e-01	1.0306e-06	5.5185e-04	7.0987e-07	9.9945e-01	45	9.7080e+01	500	4.6353e-01	1.0306e-06	5.7733e-04	6.7685e-07	9.9942e-01	3.6400e-01	5.9400e-01	NA	NA	5.2858e+00	4.4786e+00	950	1.0497e+03	5136	9.0502e-01	5.4707e-06	8.5700e-01	9.5500e-01	3.0773e+00	1.1238e+00	NA	NA	NA	NA	392	4.2115e+02	1531	9.3078e-01	4.4119e-06	8.5600e-01	1.0120e+00	1.4206e+00	7.7430e-01	[]	NA	NA	NA	NA	NA
AFAP1L2	84632	NM_001351080.2	false	false	43	8.9965e+01	464	4.7797e-01	9.2915e-07	1.8431e-04	2.8676e-06	9.9981e-01	43	8.9965e+01	464	4.7797e-01	9.2915e-07	1.9282e-04	2.7343e-06	9.9980e-01	3.7300e-01	6.1600e-01	NA	NA	4.9515e+00	4.1953e+00	835	9.4942e+02	4642	8.7948e-01	4.6921e-06	8.3000e-01	9.3100e-01	3.7135e+00	1.3562e+00	NA	NA	NA	NA	351	3.7652e+02	1360	9.3222e-01	3.5475e-06	8.5300e-01	1.0180e+00	1.3152e+00	7.1687e-01	[]	NA	NA	NA	NA	NA
AFAP1L2	84632	NM_032550.4	false	false	42	9.2464e+01	478	4.5423e-01	1.0168e-06	2.1840e-03	9.6889e-07	9.9782e-01	42	9.2464e+01	478	4.5423e-01	1.0168e-06	2.2847e-03	9.2376e-07	9.9771e-01	3.5400e-01	5.8800e-01	NA	NA	5.2480e+00	4.4466e+00	930	1.0135e+03	4977	9.1766e-01	1.0789e-05	8.6900e-01	9.6900e-01	2.6214e+00	9.5733e-01	314	3.6873e+02	1850	8.5157e-01	377	4.0654e+02	1473	9.2733e-01	4.3949e-06	8.5200e-01	1.0100e+00	1.4652e+00	7.9861e-01	[]	NA	NA	NA	NA	NA
AFAP1L2	84632	XM_005270233.4	false	false	45	9.5131e+01	485	4.7303e-01	1.1886e-06	2.0873e-04	1.2595e-06	9.9979e-01	45	9.4554e+01	481	4.7592e-01	1.1800e-06	1.6370e-04	1.4233e-06	9.9983e-01	3.7400e-01	6.1000e-01	NA	NA	5.0961e+00	4.3178e+00	944	1.0349e+03	5059	9.1214e-01	5.6597e-06	8.6400e-01	9.6300e-01	2.8265e+00	1.0322e+00	NA	NA	NA	NA	380	4.1458e+02	1504	9.1659e-01	4.4176e-06	8.4200e-01	9.9800e-01	1.6984e+00	9.2571e-01	[]	NA	NA	NA	NA	NA
AFAP1L2	84632	XM_005270237.5	false	false	41	9.0949e+01	466	4.5080e-01	1.1551e-06	3.4922e-03	1.0666e-06	9.9651e-01	41	9.0371e+01	462	4.5368e-01	1.1465e-06	2.7407e-03	1.2062e-06	9.9726e-01	3.5200e-01	5.8900e-01	NA	NA	5.1935e+00	4.4004e+00	927	1.0103e+03	4947	9.1756e-01	5.6597e-06	8.6900e-01	9.6900e-01	2.6204e+00	9.5697e-01	NA	NA	NA	NA	375	4.0649e+02	1470	9.2254e-01	4.4116e-06	8.4700e-01	1.0050e+00	1.5617e+00	8.5121e-01	[]	NA	NA	NA	NA	NA
AFAP1L2	84632	XM_005270241.4	false	false	40	8.7402e+01	443	4.5765e-01	1.1904e-06	2.0321e-03	2.1394e-06	9.9797e-01	37	8.2154e+01	416	4.5037e-01	1.0986e-06	6.1241e-03	3.3442e-06	9.9387e-01	3.4500e-01	5.9200e-01	NA	NA	4.9818e+00	4.2210e+00	881	9.4362e+02	4585	9.3364e-01	5.6339e-06	8.8300e-01	9.8700e-01	2.0386e+00	7.4448e-01	NA	NA	NA	NA	350	3.7928e+02	1371	9.2279e-01	4.3702e-06	8.4500e-01	1.0080e+00	1.5037e+00	8.1956e-01	[]	NA	NA	NA	NA	NA
AFAP1L2	84632	XM_005270242.4	false	false	28	7.6483e+01	392	3.6609e-01	1.1361e-06	9.5596e-01	3.5876e-08	4.4038e-02	26	7.0138e+01	358	3.7070e-01	1.0257e-06	9.1759e-01	2.0613e-07	8.2409e-02	2.7100e-01	5.1400e-01	NA	NA	5.2703e+00	4.4654e+00	728	8.1724e+02	3976	8.9081e-01	5.3672e-06	8.3700e-01	9.4700e-01	3.1216e+00	1.1400e+00	NA	NA	NA	NA	290	3.2894e+02	1206	8.8161e-01	3.9322e-06	8.0000e-01	9.7200e-01	2.1472e+00	1.1703e+00	[]	NA	NA	NA	NA	NA
AFAP1L2	84632	XM_017016795.1	false	false	47	1.0003e+02	508	4.6988e-01	1.2087e-06	2.0640e-04	5.9922e-07	9.9979e-01	47	9.9449e+01	504	4.7261e-01	1.2001e-06	1.6187e-04	6.7715e-07	9.9984e-01	3.7300e-01	6.0300e-01	NA	NA	5.2594e+00	4.4562e+00	966	1.0722e+03	5225	9.0093e-01	5.6597e-06	8.5400e-01	9.5000e-01	3.2440e+00	1.1847e+00	NA	NA	NA	NA	396	4.3019e+02	1566	9.2051e-01	4.4345e-06	8.4700e-01	1.0000e+00	1.6486e+00	8.9858e-01	[]	NA	NA	NA	NA	NA
AFAP1L2	84632	XM_017016796.1	false	false	43	9.5844e+01	489	4.4865e-01	1.1753e-06	3.4533e-03	5.0748e-07	9.9655e-01	43	9.5266e+01	485	4.5137e-01	1.1667e-06	2.7102e-03	5.7388e-07	9.9729e-01	3.5300e-01	5.8200e-01	NA	NA	5.3549e+00	4.5371e+00	949	1.0476e+03	5113	9.0589e-01	5.6597e-06	8.5800e-01	9.5600e-01	3.0460e+00	1.1124e+00	NA	NA	NA	NA	391	4.2210e+02	1532	9.2632e-01	4.4286e-06	8.5200e-01	1.0070e+00	1.5137e+00	8.2504e-01	[]	NA	NA	NA	NA	NA
AFAP1L2	84632	XM_017016797.1	false	false	44	9.5565e+01	488	4.6042e-01	1.1689e-06	8.8327e-04	7.8223e-07	9.9912e-01	44	9.4987e+01	484	4.6322e-01	1.1603e-06	6.9282e-04	8.8408e-07	9.9931e-01	3.6300e-01	5.9600e-01	NA	NA	5.2315e+00	4.4326e+00	947	1.0465e+03	5106	9.0489e-01	5.6597e-06	8.5700e-01	9.5500e-01	3.0769e+00	1.1237e+00	NA	NA	NA	NA	390	4.2110e+02	1528	9.2615e-01	4.4286e-06	8.5200e-01	1.0070e+00	1.5154e+00	8.2597e-01	[]	NA	NA	NA	NA	NA
AFAP1L2	84632	XM_017016798.2	false	false	41	9.4861e+01	488	4.3221e-01	1.0353e-06	2.4085e-02	3.3073e-07	9.7591e-01	41	9.4283e+01	484	4.3486e-01	1.0267e-06	1.8987e-02	3.7568e-07	9.8101e-01	3.3800e-01	5.6400e-01	NA	NA	5.4875e+00	4.6494e+00	942	1.0412e+03	5089	9.0473e-01	5.4628e-06	8.5700e-01	9.5500e-01	3.0741e+00	1.1226e+00	NA	NA	NA	NA	390	4.2029e+02	1525	9.2793e-01	4.4099e-06	8.5300e-01	1.0090e+00	1.4776e+00	8.0535e-01	[]	NA	NA	NA	NA	NA
AFAP1L2	84632	XM_017016804.2	false	false	39	8.9966e+01	465	4.3350e-01	1.0151e-06	2.4351e-02	6.9496e-07	9.7565e-01	39	8.9388e+01	461	4.3630e-01	1.0065e-06	1.9197e-02	7.8945e-07	9.8080e-01	3.3700e-01	5.7000e-01	NA	NA	5.3295e+00	4.5156e+00	920	1.0039e+03	4923	9.1643e-01	5.4628e-06	8.6700e-01	9.6800e-01	2.6478e+00	9.6698e-01	NA	NA	NA	NA	374	4.0468e+02	1463	9.2419e-01	4.3929e-06	8.4800e-01	1.0070e+00	1.5251e+00	8.3123e-01	[]	NA	NA	NA	NA	NA
AFAP1L2	84632	XM_017016810.1	false	false	48	9.7630e+01	498	4.9165e-01	1.1903e-06	1.8308e-05	1.7172e-06	9.9998e-01	48	9.7630e+01	498	4.9165e-01	1.1903e-06	1.9154e-05	1.6374e-06	9.9998e-01	3.8900e-01	6.2500e-01	NA	NA	5.0229e+00	4.2558e+00	954	1.0445e+03	5113	9.1337e-01	5.6676e-06	8.6500e-01	9.6400e-01	2.7998e+00	1.0225e+00	NA	NA	NA	NA	383	4.1645e+02	1514	9.1969e-01	4.4195e-06	8.4500e-01	1.0010e+00	1.6389e+00	8.9329e-01	[]	NA	NA	NA	NA	NA
AFAP1L2	84632	XM_017016814.1	false	false	42	9.2297e+01	466	4.5505e-01	1.2106e-06	2.0094e-03	1.0179e-06	9.9799e-01	39	8.7049e+01	439	4.4802e-01	1.1187e-06	6.0561e-03	1.5912e-06	9.9394e-01	3.4600e-01	5.8500e-01	NA	NA	5.1500e+00	4.3635e+00	903	9.8092e+02	4751	9.2057e-01	5.6339e-06	8.7100e-01	9.7300e-01	2.4879e+00	9.0855e-01	NA	NA	NA	NA	366	3.9490e+02	1433	9.2682e-01	4.3883e-06	8.5000e-01	1.0110e+00	1.4541e+00	7.9257e-01	[]	NA	NA	NA	NA	NA
AFAP1L2	84632	XM_017016818.1	false	false	40	8.7466e+01	451	4.5732e-01	9.2744e-07	2.0977e-03	2.0996e-06	9.9790e-01	40	8.6888e+01	447	4.6036e-01	9.1883e-07	1.6458e-03	2.3736e-06	9.9835e-01	3.5700e-01	5.9900e-01	NA	NA	5.0302e+00	4.2620e+00	825	9.3987e+02	4588	8.7778e-01	4.6841e-06	8.2800e-01	9.3000e-01	3.7468e+00	1.3683e+00	NA	NA	NA	NA	348	3.7466e+02	1350	9.2885e-01	3.5456e-06	8.5000e-01	1.0150e+00	1.3772e+00	7.5064e-01	[]	NA	NA	NA	NA	NA
AFAP1L2	84632	XM_017016829.1	false	false	30	7.9095e+01	404	3.7929e-01	1.1705e-06	8.7293e-01	9.6366e-08	1.2707e-01	26	7.0138e+01	358	3.7070e-01	1.0257e-06	9.1759e-01	2.0613e-07	8.2409e-02	2.7100e-01	5.1400e-01	NA	NA	5.2703e+00	4.4654e+00	728	8.1724e+02	3976	8.9081e-01	5.3672e-06	8.3700e-01	9.4700e-01	3.1216e+00	1.1400e+00	NA	NA	NA	NA	290	3.2894e+02	1206	8.8161e-01	3.9322e-06	8.0000e-01	9.7200e-01	2.1472e+00	1.1703e+00	[]	NA	NA	NA	NA	NA
